,13C,15N,pixel,12C13C,12C,12C15N,12C14N,C_all_ions,N_all_ions
406,0.03569051,0.01125855,89,3932,13661,2490,18283,17593,20773
407,0.03671397,0.01064891,177,12751,43066,8318,64572,55817,72890
408,0.03555613,0.009946827,221,10871,37912,6585,54727,48783,61312
409,0.03482492,0.009687595,89,4846,17255,3203,27332,22101,30535
410,0.03445732,0.00992,89,6097,21941,3759,31325,28038,35084
411,0.03644696,0.01411543,154,9075,30875,8577,50231,39950,58808
412,0.02300209,0.006412143,177,5509,29698,3182,41023,35207,44205
413,0.03250188,0.01094608,108,6146,23448,3910,29529,29594,33439
414,0.03389656,0.01021911,61,4482,16396,2740,22165,20878,24905
415,0.03039255,0.008508126,142,9794,39959,6191,60153,49753,66344
416,0.03866893,0.01164942,89,8616,27629,5561,39462,36245,45023
417,0.03711474,0.01105782,89,11361,37957,6689,50006,49318,56695
418,0.03544726,0.01082327,125,8943,31284,5509,42077,40227,47586
419,0.03623293,0.0111566,61,5650,19336,4118,30513,24986,34631
420,0.03530297,0.01060528,89,8713,30604,5250,40923,39317,46173
421,0.03699652,0.0106339,61,6691,22426,4135,32145,29117,36280
422,0.03627731,0.01013096,68,6216,21247,3667,29922,27463,33589
423,0.03468768,0.01238291,177,13524,48345,11628,77627,61869,89255
424,0.0353136,0.009973842,125,11496,40367,6728,55764,51863,62492
425,0.03518855,0.0106851,200,16399,57788,10472,81018,74187,91490
426,0.03662492,0.01070148,78,6184,20937,3986,30791,27121,34777
427,0.03804452,0.01157617,142,14857,48424,9872,70497,63281,80369
428,0.02951603,0.0104159,125,11024,46313,8405,66707,57337,75112
429,0.03375739,0.01016496,89,9491,34863,6407,52105,44354,58512
430,0.03740027,0.01112702,154,11018,36530,6484,48172,47548,54656
431,0.03722105,0.01132193,200,18570,61865,13766,100512,80435,114278
432,0.02324138,0.01628078,89,1685,8990,2050,10409,10675,12459
433,0.03653748,0.01112112,125,9028,30639,5945,44191,39667,50136
434,0.0342578,0.01048785,125,7240,26206,4692,36983,33446,41675
435,0.03510843,0.01114653,104,6298,22244,4561,33826,28542,38387
436,0.03483799,0.01146146,162,8090,28795,6600,47603,36885,54203
437,0.03312829,0.01000844,68,7168,26830,4282,35368,33998,39650
438,0.03303871,0.01033696,96,9691,36372,6414,51294,46063,57708
439,0.03284258,0.01071523,78,6644,25085,4840,37340,31729,42180
440,0.0370759,0.01111772,154,10845,36271,7544,56094,47116,63638
441,0.03934093,0.01210105,61,6154,19397,3979,27182,25551,31161
442,0.03856799,0.01228545,89,8582,27592,6328,42580,36174,48908
443,0.03394708,0.01110024,78,7470,27286,4847,36097,34756,40944
444,0.03754227,0.012052,44,5265,17390,3181,21819,22655,25000
445,0.03630339,0.01140126,78,6450,22031,4157,30141,28481,34298
446,0.03552202,0.01061268,104,9340,32604,5637,43909,41944,49546
447,0.03930888,0.01326627,89,6906,21785,7932,49427,28691,57359
448,0.03587038,0.01279482,162,13292,45949,9654,62374,59241,72028
449,0.03713024,0.01137483,68,6387,21330,3712,26977,27717,30689
450,0.03486224,0.01029054,62,7255,25805,4389,35258,33060,39647
451,0.0366594,0.01170253,61,7161,24222,4922,34769,31383,39691
452,0.03878446,0.01143231,125,15825,50595,9222,66684,66420,75906
453,0.03612211,0.01056643,96,9628,33051,5706,44641,42679,50347
454,0.0368355,0.01130863,142,12612,42456,7660,55995,55068,63655
455,0.03837033,0.01167596,134,11957,38641,7593,53759,50598,61352
456,0.03647699,0.01139489,62,6700,22776,3926,28482,29476,32408
457,0.03644552,0.01093087,78,7439,25310,4539,34327,32749,38866
458,0.03717076,0.01114072,134,13600,45369,8029,59577,58969,67606
459,0.03462216,0.01299902,89,6483,23219,5475,34818,29702,40293
460,0.03740656,0.01025255,52,4817,15968,2443,19698,20785,22141
461,0.03259287,0.01079111,96,9837,37425,6674,51127,47262,57801
462,0.03309841,0.009739737,96,9661,36194,6153,52224,45855,58377
463,0.03473431,0.01158579,68,6504,23219,3943,28134,29723,32077
464,0.03654163,0.01270108,184,14675,49798,9616,62587,64473,72203
465,0.0361863,0.01102493,78,8446,28942,5151,38623,37388,43774
466,0.0346362,0.01223736,142,11159,39950,7780,52556,51109,60336
467,0.03474876,0.01020255,61,4447,15869,3101,25126,20316,28227
468,0.03624692,0.01059551,61,5853,20023,3708,28930,25876,32638
469,0.03529866,0.01094475,89,10946,38452,7666,57902,49398,65568
470,0.03784697,0.0111196,78,9781,32046,5763,42844,41827,48607
471,0.02344318,0.004521104,89,6265,33138,3127,57176,39403,60303
472,0.03635814,0.01088974,125,15025,51243,9984,75791,66268,85775
473,0.03430099,0.01043353,61,5154,18632,3072,24340,23786,27412
474,0.03710777,0.01157544,37,3782,12638,2084,14883,16420,16967
475,0.03574958,0.01046841,78,7732,26819,5018,39626,34551,44644
476,0.03407419,0.009744658,125,9704,35314,6011,50993,45018,57004
477,0.03694441,0.01068297,125,16319,54773,9808,75896,71092,85704
478,0.03366525,0.01005528,154,14709,54178,9651,79343,68887,88994
479,0.0323665,0.01530927,68,6330,24251,7274,39278,30581,46552
480,0.03568076,0.01034497,64,8570,29783,5336,42640,38353,47976
481,0.03409493,0.01079377,104,10259,37311,6473,49575,47570,56048
482,0.03878493,0.01451501,68,8467,27070,6681,38050,35537,44731
483,0.03326297,0.01068682,68,5942,22151,3677,28443,28093,32120
484,0.03481768,0.01015962,125,6017,21429,5249,42710,27446,47959
485,0.03922867,0.0121836,162,13128,41497,8054,54647,54625,62701
486,0.03654504,0.01062572,154,9904,33605,5324,41420,43509,46744
487,0.03384278,0.009083409,177,14509,53161,8082,73553,67670,81635
488,0.03455765,0.01005542,104,10396,37303,7250,59603,47699,66853
489,0.03531456,0.01046088,89,9292,32627,6674,52741,41919,59415
490,0.03516248,0.01179404,78,7721,27228,5442,38144,34949,43586
491,0.03546212,0.01183451,154,10872,38016,8322,58131,48888,66453
492,0.03675037,0.01011502,116,4945,16685,3197,26128,21630,29325
493,0.03571301,0.01038867,78,4251,14760,2159,17180,19011,19339
494,0.03666102,0.01153661,116,8380,28344,6546,46906,36724,53452
495,0.03803395,0.01063891,52,5295,17263,3338,25937,22558,29275
496,0.02999376,0.008490396,89,6200,25632,4349,42344,31832,46693
497,0.03757554,0.01515466,68,5213,17203,6171,33662,22416,39833
498,0.03621877,0.01092713,104,8545,29255,5707,43175,37800,48882
499,0.03669679,0.01109587,68,6308,21315,4138,30829,27623,34967
500,0.03635885,0.01045817,96,6393,21803,3571,28227,28196,31798
501,0.02535932,0.004856049,68,2938,14366,1621,27595,17304,29216
502,0.03477888,0.009955511,108,8198,29229,5820,48327,37427,54147
503,0.03473491,0.01065978,162,13606,48572,8686,67360,62178,76046
504,0.03535268,0.01024186,62,6721,23574,3863,31180,30295,35043
505,0.03566528,0.01255196,104,10009,34799,6707,44172,44808,50879
506,0.03594231,0.01084032,134,11074,38205,6297,48020,49279,54317
507,0.03674962,0.01102053,89,9506,32075,6070,45532,41581,51602
508,0.03618318,0.01036654,104,10042,34414,6244,49792,44456,56036
509,0.03794138,0.01069315,37,3915,12795,2214,17116,16710,19330
510,0.03546958,0.01126718,78,6055,21168,4336,31813,27223,36149
511,0.03682865,0.01188614,200,18992,63945,13409,93258,82937,106667
512,0.03668688,0.01328515,125,11454,38714,8477,52748,50168,61225
513,0.03480922,0.009842437,204,19149,68214,11045,92767,87363,103812
514,0.03379454,0.01197273,78,6107,22408,4454,30753,28515,35207
515,0.03600019,0.01154564,125,12272,42270,7488,53614,54542,61102
516,0.03492097,0.009966439,78,7597,26976,4421,36670,34573,41091
517,0.03694998,0.01033004,142,15887,53315,9417,75360,69202,84777
518,0.02908887,0.01007353,125,11720,49960,8477,69565,61680,78042
519,0.03459768,0.01051613,204,9006,32278,6846,53816,41284,60662
520,0.03512785,0.01416577,162,6508,22973,6438,37570,29481,44008
521,0.03454602,0.009917139,248,11223,40284,7211,60109,51507,67320
522,0.0361044,0.009968899,64,3503,12031,2055,17041,15534,19096
523,0.03724922,0.01223154,134,8400,27963,6513,44018,36363,50531
524,0.03421685,0.009793701,162,12094,43828,7652,64589,55922,72241
525,0.03368382,0.01063873,142,8296,30540,6057,47065,38836,53122
526,0.03995422,0.01111541,68,5968,18522,3793,28209,24490,32002
527,0.03724777,0.01160813,125,8655,28813,7180,51132,37468,58312
528,0.02404736,0.004259998,78,5176,26690,2213,42944,31866,45157
529,0.02358984,0.004126152,125,7961,41847,3361,67337,49808,70698
530,0.03460174,0.0109531,89,6624,23738,4363,32929,30362,37292
531,0.03453331,0.01136135,177,7858,28216,7482,54440,36074,61922
532,0.03284747,0.009764147,108,9321,35187,6285,53211,44508,59496
533,0.03483127,0.0114197,96,8189,29153,5386,38989,37342,44375
534,0.03523817,0.0103428,108,7535,26515,4508,36031,34050,40539
535,0.03574291,0.01152944,96,9454,32798,6063,43472,42252,49535
536,0.03929612,0.01584064,200,22279,70302,19159,99984,92581,119143
537,0.0246505,0.0220609,142,6925,34835,11258,42186,41760,53444
538,0.03579455,0.01062273,89,7559,26186,4180,32529,33745,36709
539,0.03196401,0.01096907,177,15584,60456,9740,73404,76040,83144
540,0.03498973,0.009919087,134,9978,35361,6082,50688,45339,56770
541,0.03510437,0.01143178,154,11957,42236,8893,64308,54193,73201
542,0.03383757,0.009726967,134,14915,54657,8135,69137,69572,77272
543,0.03507199,0.01068894,154,16229,57379,9536,73750,73608,83286
544,0.0319849,0.01066925,200,15036,58292,11061,85702,73328,96763
545,0.03622797,0.01244057,154,10145,34724,6593,43810,44869,50403
546,0.03520102,0.009587683,200,15160,53403,9642,83135,68563,92777
547,0.03387987,0.009571635,116,5941,21744,3762,32491,27685,36253
548,0.03398059,0.01219595,37,1864,6802,1037,7029,8666,8066
549,0.0348927,0.01000148,104,8130,28892,4517,37335,37022,41852
550,0.03360169,0.01082259,108,11062,40822,6567,50161,51884,56728
551,0.03337014,0.009771292,162,11084,41187,6852,57969,52271,64821
552,0.03489832,0.01138921,200,17441,61971,12209,88617,79412,100826
553,0.03440369,0.009876611,248,18477,66596,12975,108600,85073,121575
554,0.03281393,0.01123568,89,7738,29241,5541,40768,36979,46309
555,0.02998818,0.008798688,238,8758,36214,5580,52426,44972,58006
556,0.03623124,0.01040387,200,11923,40806,7817,62112,52729,69929
557,0.03259078,0.009905334,204,7693,29270,5106,42613,36963,47719
558,0.03504366,0.01133738,248,8441,29868,6967,50800,38309,57767
559,0.03214573,0.009004788,204,9834,37934,6051,55550,47768,61601
560,0.03574063,0.01114852,108,6561,22763,4190,31069,29324,35259
561,0.03515455,0.01145945,68,4252,14998,2890,20848,19250,23738
562,0.03413881,0.01023665,154,10183,36987,6035,48736,47170,54771
563,0.03363575,0.01059027,177,12420,45787,7512,58638,58207,66150
564,0.03602208,0.01172703,104,6104,21012,4468,31496,27116,35964
565,0.03777912,0.0123978,125,8585,28178,5639,37600,36763,43239
566,0.02511293,0.006216684,104,6099,30115,3428,45584,36214,49012
567,0.03455067,0.01158717,177,13173,47277,9946,70958,60450,80904
568,0.03846116,0.01168488,154,13199,42554,8678,61394,55753,70072
569,0.03627675,0.01052553,78,6165,21073,3594,28227,27238,31821
570,0.03801812,0.01097815,62,5753,18764,3537,26634,24517,30171
571,0.0386087,0.01122924,125,11237,36090,7066,52018,47327,59084
572,0.03667299,0.0103471,116,8601,29082,5074,40538,37683,45612
573,0.02718721,0.008193406,108,5913,26969,4015,40509,32882,44524
574,0.03827407,0.01175487,108,6318,20469,4486,31548,26787,36034
575,0.03700876,0.01150174,78,7257,24315,4858,34916,31572,39774
576,0.03629589,0.009751794,204,14360,49059,8418,71360,63419,79778
577,0.03323275,0.01079541,204,18382,68588,11839,90658,86970,102497
578,0.03373884,0.01075034,177,11250,41347,7531,57911,52597,65442
579,0.03288661,0.01046288,177,12298,46370,8460,66842,58668,75302
580,0.03857323,0.01048933,104,10365,33320,5623,44315,43685,49938
581,0.03664775,0.0105249,116,11049,37385,6545,51407,48434,57952
582,0.03556173,0.01084609,61,5494,19157,3395,25876,24651,29271
583,0.03341426,0.009897285,78,8107,30085,4636,38722,38192,43358
584,0.03295015,0.01096186,78,8427,31713,5557,41907,40140,47464
585,0.03671419,0.01094665,125,11215,37878,6122,46232,49093,52354
586,0.03508187,0.01075747,125,8442,29839,5377,41320,38281,46697
587,0.03639231,0.01113509,96,9408,32056,6248,46385,41464,52633
588,0.03421523,0.01105172,108,8492,30776,5421,40549,39268,45970
589,0.0368844,0.01118612,89,4745,15952,3176,23471,20697,26647
590,0.03829807,0.0128189,125,8988,29101,6134,39557,38089,45691
591,0.03671693,0.01058353,44,4112,13887,2427,18957,17999,21384
592,0.03721487,0.01048779,104,7009,23354,3709,29235,30363,32944
593,0.03434667,0.01119791,44,2381,8596,1245,9191,10977,10436
594,0.03617722,0.01175306,96,7000,23993,5174,36392,30993,41566
595,0.03429183,0.0106952,108,8701,31463,5453,42148,40164,47601
596,0.03522413,0.01119665,116,9156,32232,6034,44550,41388,50584
597,0.03663445,0.01103671,125,7825,26486,5331,39930,34311,45261
598,0.0226943,0.00417929,104,4283,23402,1596,31569,27685,33165
599,0.03566669,0.01076828,68,4729,16441,2386,18317,21170,20703
600,0.03726311,0.01242735,134,8621,28688,6589,43830,37309,50419
601,0.03844628,0.01138784,62,5269,16994,2797,20304,22263,23101
602,0.03803874,0.01120891,78,7601,24778,4543,33505,32379,38048
603,0.03563185,0.01108211,142,10893,37908,6292,46935,48801,53227
604,0.03780933,0.01255357,125,9953,32642,6421,42283,42595,48704
605,0.03420872,0.01072079,68,6474,23467,3559,27443,29941,31002
606,0.03401236,0.009649355,62,5812,21189,3504,30019,27001,33523
607,0.03741883,0.01152562,89,7045,23346,5005,35898,30391,40903
608,0.0346597,0.01089385,89,6691,23938,4424,33571,30629,37995
609,0.03486933,0.0105631,125,11339,40323,7666,59994,51662,67660
610,0.03564406,0.009774332,162,13871,48255,8205,69394,62126,77599
611,0.03529962,0.01222659,125,8955,31457,6952,47004,40412,53956
612,0.03215523,0.009787757,64,4203,16208,2700,22804,20411,25504
613,0.03246247,0.01038269,64,4900,18717,3471,27636,23617,31107
614,0.03502003,0.0103194,142,12662,44834,8144,65240,57496,73384
615,0.03423523,0.0101555,125,11000,39842,6660,54213,50842,60873
616,0.03619789,0.01007827,78,8503,29128,5028,41242,37631,46270
617,0.03645148,0.01145374,204,6959,23673,4507,32529,30632,37036
618,0.03772246,0.01298281,89,7184,23615,5373,34212,30799,39585
619,0.02336584,0.004121034,61,3177,16860,1357,27221,20037,28578
620,0.03674908,0.01221497,116,9462,31927,6714,45438,41389,52152
621,0.03498392,0.01252297,104,10037,35576,6828,45073,45613,51901
622,0.03448601,0.01061848,104,10464,37625,6689,52075,48089,58764
623,0.03727498,0.01164622,108,9445,31420,6011,42667,40865,48678
624,0.03724815,0.01134053,104,10057,33480,6515,47491,43537,54006
625,0.03599951,0.01087127,104,7107,24480,4302,32713,31587,37015
626,0.03472454,0.01040772,68,6426,22947,3900,30977,29373,34877
627,0.03388702,0.009712615,104,11949,43724,7100,60430,55673,67530
628,0.03401909,0.01021546,154,14085,51340,9815,79426,65425,89241
629,0.03466247,0.01043384,108,9230,33019,5463,43283,42249,48746
630,0.03637103,0.01114188,104,8016,27329,4246,31503,35345,35749
631,0.03584183,0.01018191,89,5687,19675,3673,29821,25362,33494
632,0.03476193,0.01029272,96,6235,22241,3833,30785,28476,34618
633,0.03696207,0.01027291,162,9445,31686,4994,40187,41131,45181
634,0.03511207,0.01131029,125,9937,35093,5968,43620,45030,49588
635,0.03516128,0.01109081,177,9791,34529,6554,48851,44320,55405
636,0.0372253,0.01093961,104,8533,28424,4935,37292,36957,42227
637,0.03496305,0.009773609,68,5944,21081,2748,23243,27025,25991
638,0.0369092,0.01151499,154,11588,38931,6998,50239,50519,57237
639,0.03666068,0.0117234,78,8225,27820,5406,38120,36045,43526
640,0.03609845,0.009917766,89,9746,33478,5683,47369,43224,53052
641,0.03851548,0.01119351,104,14411,46396,8992,66408,60807,75400
642,0.03614001,0.01087863,96,11183,38370,6157,46787,49553,52944
643,0.03512757,0.0101291,125,7919,27954,4848,39566,35873,44414
644,0.03433838,0.009663794,78,6511,23512,3446,29478,30023,32924
645,0.03346176,0.01015839,108,8125,30109,5306,43179,38234,48485
646,0.03618631,0.010862,142,12130,41566,7471,56859,53696,64330
647,0.03816788,0.01116987,104,7950,25828,3959,29300,33778,33259
648,0.03395926,0.009169794,89,5821,21255,3310,29840,27076,33150
649,0.0385,0.01201076,96,5852,18848,3044,20951,24700,23995
650,0.0358468,0.01043968,104,8914,30835,5117,40519,39749,45636
651,0.03687568,0.01033354,104,8846,29746,6133,49063,38592,55196
652,0.03413303,0.01034899,61,5736,20838,3635,29036,26574,32671
653,0.03474145,0.009925783,89,6414,22893,3982,33164,29307,37146
654,0.03909316,0.01253873,104,11157,35389,6878,45346,46546,52224
655,0.03660584,0.01010752,125,11909,40341,6496,53129,52250,59625
656,0.03855765,0.01111543,154,10687,34369,6527,48542,45056,55069
657,0.03710323,0.0107135,104,10122,33828,6154,47485,43950,53639
658,0.03490463,0.01072956,116,11668,41451,8002,61652,53119,69654
659,0.03752592,0.01213736,104,11249,37171,7341,49999,48420,57340
660,0.03483661,0.01058809,108,8138,28967,5112,39912,37105,45024
661,0.03457119,0.009518325,204,15881,56962,9254,80371,72843,89625
662,0.03595106,0.009903644,61,5308,18308,2979,24866,23616,27845
663,0.0372565,0.01121254,125,7253,24140,4403,32462,31393,36865
664,0.03769355,0.01126853,162,13411,44118,8790,64484,57529,73274
665,0.03553938,0.009848109,125,11180,39008,6000,50365,50188,56365
666,0.0328805,0.01014949,154,11374,42894,6894,56151,54268,63045
667,0.03739173,0.01030185,125,9088,30138,4827,38734,39226,43561
668,0.03779804,0.01106536,96,6807,22331,4138,30914,29138,35052
669,0.03881855,0.01133024,125,8742,27925,5910,43120,36667,49030
670,0.03592026,0.01075827,68,6074,20968,3671,28208,27042,31879
671,0.04049713,0.01085782,125,6199,18981,3584,27287,25180,30871
672,0.03980141,0.01083322,96,3724,11602,2243,17116,15326,19359
673,0.03931543,0.01045595,44,2338,7374,1439,11377,9712,12816
674,0.03679257,0.01038118,162,10412,35091,5614,44705,45503,50319
675,0.03722248,0.01217754,108,10102,33653,7223,49033,43755,56256
676,0.03629215,0.01024163,125,8243,28164,4914,39664,36407,44578
677,0.03563155,0.01048073,204,13567,47214,8248,65056,60781,73304
678,0.03639251,0.01068246,200,17054,58108,10667,82547,75162,93214
679,0.0368012,0.01157252,277,18982,63959,10812,77234,82941,88046
680,0.03650047,0.01089181,200,18972,64452,12879,97749,83424,110628
681,0.03601868,0.01127408,221,16855,58026,11710,85863,74881,97573
682,0.03368024,0.01024008,134,11143,41025,7083,57180,52168,64263
683,0.03341939,0.008967386,96,5988,22218,3152,29057,28206,32209
684,0.03573324,0.01083976,108,7255,25176,3818,29117,32431,32935
685,0.03459925,0.01152304,78,4321,15486,3189,22878,19807,26067
686,0.03527425,0.01083073,177,18090,63592,11146,85073,81682,96219
687,0.03388602,0.009750078,200,13259,48519,7861,66650,61778,74511
688,0.03408531,0.01059332,125,6612,24054,4477,34937,30666,39414
689,0.03356851,0.010585,78,4339,16028,2960,23117,20367,26077
690,0.0367848,0.01098345,125,4607,15530,2625,19757,20137,22382
691,0.0358237,0.0108477,221,14506,50211,9050,68967,64717,78017
692,0.03575425,0.01140974,125,11151,38673,7559,54767,49824,62326
693,0.03525388,0.01050594,134,7755,27277,5067,39870,35032,44937
694,0.03110297,0.007584736,200,13743,54790,7194,78408,68533,85602
695,0.03487207,0.009887378,125,10053,35747,5892,49262,45800,55154
696,0.03374037,0.00963309,89,5282,19412,3422,29366,24694,32788
697,0.03349307,0.01081615,221,6022,22295,4066,31076,28317,35142
698,0.03479552,0.01012258,184,12846,45779,7817,63838,58625,71655
699,0.03309759,0.01099067,108,7420,27799,5248,39473,35219,44721
700,0.03316101,0.01179276,154,6069,22694,4523,31706,28763,36229
701,0.03507529,0.01126337,104,5872,20759,4104,30121,26631,34225
702,0.03552533,0.01075788,177,11277,39362,6943,53352,50639,60295
703,0.03656322,0.01131903,142,12701,43074,7823,57134,55775,64957
704,0.03495601,0.01014571,154,12554,44533,8287,67522,57087,75809
705,0.02775326,0.007844344,177,13164,58816,8403,88554,71980,96957
706,0.03209499,0.009978873,104,10376,40088,6841,56672,50464,63513
707,0.03466503,0.0118471,61,4339,15521,2612,18226,19860,20838
708,0.03494511,0.01185199,68,7445,26418,4705,32817,33863,37522
709,0.03371257,0.01058976,68,5891,21668,3789,29578,27559,33367
710,0.0283558,0.009370117,238,15528,67904,10584,93376,83432,103960
711,0.03616478,0.01091528,61,3993,13691,2368,17934,17684,20302
712,0.03306165,0.009901278,104,7036,26389,4675,39032,33425,43707
713,0.0360998,0.01118916,125,9650,33147,6238,46087,42797,52325
714,0.03492836,0.01026724,258,15771,55989,10253,82552,71760,92805
715,0.03575463,0.01097069,78,7394,25643,5024,37857,33037,42881
716,0.03353871,0.01101313,61,5935,21943,3876,29094,27878,32970
717,0.03585623,0.01151033,177,15044,52026,9821,70534,67070,80355
718,0.0336785,0.009293343,125,12253,45114,6893,61315,57367,68208
719,0.03467548,0.01084339,104,8972,32084,5934,45239,41056,51173
720,0.03518799,0.01024791,142,9904,34901,6103,49231,44805,55334
721,0.0341561,0.01058405,200,14050,51007,9984,77980,65057,87964
722,0.0365159,0.01223069,104,8818,29944,6086,41135,38762,47221
723,0.03393772,0.01185302,96,7356,26877,5995,41811,34233,47806
724,0.03630816,0.01048436,142,9152,31256,5892,46457,40408,52349
725,0.03616819,0.01090397,248,11855,40644,7137,54108,52499,61245
726,0.03779577,0.0118964,204,15784,51784,10876,75576,67568,86452
727,0.03583685,0.01265731,104,8928,30892,6471,42263,39820,48734
728,0.03509692,0.01170158,104,7453,26332,4708,33260,33785,37968
729,0.03518802,0.01177782,154,7314,25774,4776,33522,33088,38298
730,0.03626458,0.01159741,200,10324,35301,6280,44764,45625,51044
731,0.03941789,0.01128594,177,10900,34289,6913,50636,45189,57549
732,0.03456201,0.01037937,104,6353,22793,3889,30974,29146,34863
733,0.03343118,0.00961407,204,13476,49984,8314,71488,63460,79802
734,0.03398411,0.01115213,200,10315,37637,7932,58797,47952,66729
735,0.03470765,0.01105582,134,8205,29314,5352,40018,37519,45370
736,0.03635738,0.01041714,204,9691,33052,5951,47225,42743,53176
737,0.03449878,0.009434725,78,6032,21681,3575,31324,27713,34899
738,0.03623829,0.01008826,108,7800,26690,4770,39087,34490,43857
739,0.02583842,0.01987491,125,1906,9147,2824,11746,11053,14570
740,0.035251,0.01007042,238,10181,35813,6004,49286,45994,55290
741,0.03487014,0.01023995,221,9857,35052,7566,61080,44909,68646
742,0.03441769,0.0104068,104,5788,20853,3382,26865,26641,30247
743,0.03364879,0.01002585,162,7946,29282,4467,36832,37228,41299
744,0.03724542,0.01247672,104,4510,15015,3708,24568,19525,28276
745,0.03339691,0.01074562,108,5535,20551,3815,29349,26086,33164
